catid,lat,lng,Description,Name,PHOTOURL,Opening_Hours
Monuments,103.85216,1.295594375,"Owing to its central location, the Convent of the Holy Infant Jesus was also affectionately referred to as the Town Convent in the past.",Former Convent of the Holy Infant Jesus Chapel and Caldwell House (now CHIJMES),https://roots.sg/~/media/Roots/Images/monuments/048-former-convent-of-the-holy-infant-jesus-chapel-and-caldwell-house/former-chij-and-caldwell-house-01.png,updating
Monuments,103.8536909,1.30448454,Abdul Gafoor Mosque's charming architecture stands out amidst the surrounding shophouses in the historic Little India district.,Abdul Gafoor Mosque,https://roots.sg/~/media/Roots/Images/monuments/053-abdul-gafoor-mosque/abdul-gafoor-mosque-01.png,updating
Monuments,103.8471534,1.280501643,"Located on Telok Ayer Street, a short walk from Thian Hock Keng, the Former Keng Teck Whay Building, and the Former Nagore Dargah, Al-Abrar Mosque is one of Singaporeâ€™s oldest mosques.",Al-Abrar Mosque,https://roots.sg/~/media/Roots/Images/monuments/058-al-abrar-mosque/al-abrar-mosque-01.png,updating
Monuments,103.8432919,1.307130593,"Shielded from the bustling Orchard Road by a sprawling green lung, the Istana (‘Palace’ in Malay) is the official residence of the President of the Republic of Singapore.",The Istana and Sri Temasek,https://roots.sg/~/media/Roots/Images/monuments/039-the-istana-and-sri-temasek/the-istana-01.png,updating
Monuments,103.8504252,1.28053825,"Affectionately known as Lau Pa Sat (‘Old Market’) by generations of Singaporeans, the Former Telok Ayer Market was one of Singapore’s oldest markets.",Former Telok Ayer Market (now known as Lau Pa Sat),https://roots.sg/~/media/Roots/Images/monuments/063-former-telok-ayer-market/former-telok-ayer-market-01.png,updating
Monuments,103.8512591,1.289747482,Amidst the colonial buildings and skyscrapers of the Civic District rises the copper-green dome of the Former Supreme Court.,Former Supreme Court,https://roots.sg/~/media/Roots/Images/monuments/043-former-supreme-court/former-supreme-court-01.png,updating
Monuments,103.8491639,1.294236311,"A stoneâ€™s throw from the Armenian Church is a century-old building that used to house Tao Nan School, the first modern Chinese school in Singapore and one of the earliest of its kind in the Straits Se",Former Tao Nan School (now The Peranakan Museum),https://roots.sg/~/media/Roots/Images/monuments/036-former-tao-nan-school/former-tao-nan-school.png,updating
Monuments,103.8430438,1.286742323,The Former Ministry of Labour Building is located not far away from the Former Thong Chai Medical Institution and Tan Si Chong Su.,Former Ministry of Labour Building (now Family Justice Courts),https://roots.sg/~/media/Roots/Images/monuments/035-former-ministry-of-labour-building/former-ministry-of-labour-building-now-family-justice-courts-01.png,updating
Monuments,103.8478013,1.281457101,"The Former Nagore Dargah is situated on the historic Telok Ayer Street, a short distance from Telok Ayer Chinese Methodist Church, Al-Abrar Mosque, Thian Hock Keng, and the Former Keng Teck Whay Build",Former Nagore Dargah,https://roots.sg/~/media/Roots/Images/monuments/059-former-nagore-dargah/former-nagore-dargah-01.png,updating
Monuments,103.8453056,1.282517934,"Together with Jamae Mosque, Sri Mariamman Temple – Singapore’s oldest Hindu temple – is an enduring icon on South Bridge Road which is a part of Chinatown.",Sri Mariamman Temple,https://roots.sg/~/media/Roots/Images/monuments/064-sri-mariamman-temple/sri-mariamman-temple-01.png,updating
Monuments,103.8559032,1.313328846,"Formerly known as Sri Narasimha Perumal Temple, Sri Srinivasa Perumal Temple is the first Hindu temple in Singapore dedicated to Sri Perumal, the Hindu deity more commonly known as Vishnu.",Sri Perumal Temple,https://roots.sg/~/media/Roots/Images/monuments/055-sri-srinivasa-perumal-temple/sri-srinivasa-perumal-temple-01.png,updating
Monuments,103.8474892,1.281109555,Thian Hock Keng (‘Palace of Heavenly Happiness’) is one of Singapore’s oldest Hokkien temples.,Thian Hock Keng,https://roots.sg/~/media/Roots/Images/monuments/067-thian-hock-keng/thian-hock-keng-temple-01.png,updating
Monuments,103.8512359,1.296031642,The Cathedral of the Good Shepherd is Singapore's oldest Catholic place of worship and the seat of the local Roman Catholic archbishop.,Cathedral of the Good Shepherd,https://roots.sg/~/media/Roots/Images/monuments/065-cathedral-of-the-good-shepherd/cathedral-of-the-good-shepherd-01.png,updating
Monuments,103.8514224,1.287569861,"Situated at the mouth of the Singapore River, the Former Empress Place Building was an important government building in Singapore up to the 1980s.",Former Empress Place Building (now Asian Civilisations Museum),https://roots.sg/~/media/Roots/Images/monuments/042-former-empress-place-building/former-empress-place-building.png,updating
Monuments,103.8341268,1.308122158,"The Tower Wing of the present-day Goodwood Park Hotel was home to the German Teutonia Club, one of the earliest European national clubs in Singapore.",Goodwood Park Hotel (Tower Block),https://roots.sg/~/media/Roots/Images/monuments/049-goodwood-park-hotel/goodwood-park-hotel-01.png,updating
Monuments,103.8515209,1.288150282,In the heart of Singaporeâ€™s historic Civic District stand the magnificent Victoria Theatre and Victoria Concert Hall with the iconic clock tower.,Victoria Theatre and Concert Hall,https://roots.sg/~/media/Roots/Images/monuments/046-victoria-theatre-and-victoria-concert-hall/victoria-theatre-and-victoria-concert-hall-01.png,updating
Monuments,103.8484643,1.28250191,"Not far from Former Nagore Dargah on Telok Ayer Street is Ying Fo Fui Kun, Singaporeâ€™s oldest Hakka clan association.",Ying Fo Fui Kun,https://roots.sg/~/media/Roots/Images/monuments/030-ying-fo-fui-kun/ying-fo-fui-kun-01.png,updating
Monuments,103.8490743,1.293002487,The Armenian Apostolic Church of Saint Gregory the Illuminator – commonly called the Armenian Church – is Singapore's oldest Christian church,Armenian Apostolic Church of Saint Gregory the Illuminator,https://roots.sg/~/media/Roots/Images/monuments/069-armenian-apostolic-church-of-saint-gregory-the-illuminator/armenian-church-01.png,updating
Monuments,103.8432425,1.298499336,"Standing out prominently from its modern surroundings, the Chinese-style Former House of Tan Yeok Nee is the sole survivor of the ‘Four Grand Mansions’ that were built by Teochew towkays (businessmen)",Former House of Tan Yeok Nee,https://roots.sg/~/media/Roots/Images/monuments/060-former-house-of-tan-yoke-nee/house-of-tan-yoke-nee-01.png,updating
Monuments,103.8333301,1.280550064,"Standing beside the College of Medicine Building is a smaller, two-storey building known as Tan Teck Guan Building.",Tan Teck Guan Building,https://roots.sg/~/media/Roots/Images/monuments/024-tan-teck-guan-building/tan-teck-guan-building-01.png,updating
Monuments,103.8478534,1.299331872,The Art Deco façade wall fronting the modern glass architecture of The Cathay is the remnant of what used to be Malaya’s tallest building.,Former Cathay Building (now The Cathay),https://roots.sg/~/media/Roots/Images/monuments/022-former-cathay-building/former-cathay-building-01.png,updating
Monuments,103.8454341,1.287415974,"Home to the first free traditional Chinese medical clinic for the poor in Singapore, the Former Thong Chai Medical Institution testifies to the Chinese pioneersâ€™ spirit of mutual assistance and their",Former Thong Chai Medical Institution,https://roots.sg/~/media/Roots/Images/monuments/066-former-thong-chai-medical-institution/former-thong-chai-medical-institution-01.png,updating
Monuments,103.8788447,1.355271227,Tou Mu Kung Temple is the oldest temple in Singapore dedicated to the Taoist deity Jiu Huang Ye (‘Nine Emperors’ or ‘Ninth Emperor’).,Tou Mu Kung Temple,https://roots.sg/~/media/Roots/Images/monuments/017-tou-mu-kung-temple/tou-mu-kung-01.png,updating
Monuments,103.8512694,1.297879983,The Church of Saints Peter and Paul is one of the oldest Catholic churches in Singapore that catered to a predominantly Chinese congregation.,Church of Saints Peter and Paul,https://roots.sg/~/media/Roots/Images/monuments/021-church-of-st-peter-and-st-paul/church-of-st-peter-and-st-paul-01.png,updating
Monuments,103.8408565,1.293303497,"Hong San See (‘Temple on Phoenix Hill’), perched on the side of Institution Hill off Mohamed Sultan Road, was established by Hokkien immigrants from Nan’an (or Lam Ann) County in Fujian Province, Chin",Hong San See,https://roots.sg/~/media/Roots/Images/monuments/056-hong-san-see/hong-san-see-01.png,updating
Monuments,103.8014256,1.325110804,The Chinese High School Clock Tower Building is the icon of the oldest Chinese-medium high school in Singapore and has been a visual landmark of Bukit Timah Road since its completion.,Chinese High School Clock Tower,https://roots.sg/~/media/Roots/Images/monuments/028-chinese-high-school-clock-tower-building/chinese-high-school-clock-tower-building-01.png,updating
Monuments,103.860107,1.302421,Within the historic district of Kampong Gelam lies Istana Kampong Gelam ('Gelam Village Palace').,Istana Kampong Gelam,https://roots.sg/~/media/Roots/Images/monuments/001-istana-kampong-gelam/istana-kampong-gelam-06.jpg,updating
Monuments,103.851051,1.297259,Saint Joseph's Institution is the oldest Catholic boys' school in Singapore and was founded by the Christian Brothers (formally known as the Institute of the Brothers of the Christian Schools),Former Saint Joseph's Institution (now Singapore Art Museum),https://roots.sg/~/media/Roots/Images/monuments/041-former-saint-josephs-institution/former-saint-josephs-institution-01.png,updating
Monuments,103.850833,1.289117,Tucked away in a corner near the Padang is a beautiful structure that once housed the Attorney-General's Chambers.,Former Attorney-Generals Chambers (now Parliament House Block C),https://roots.sg/~/media/Roots/Images/monuments/040-former-attorney-generals-chambers/former-attorney-generals-chambers-01.png,updating
Monuments,103.683124,1.348315,"Nanyang University, affectionately known as Nantah, was the first Chinese-language university in Southeast Asia and the second university in Singapore.","Former Nanyang University Library and Administration Building, Memorial and Arch",https://roots.sg/~/media/Roots/Images/monuments/029-former-nanyang-university-library-and-administration-building-memorial-and-arch/nanyang-university-library.png,updating
Monuments,103.8982177,1.373625931,The Church of the Nativity of the Blessed Virgin Mary is one of the earliest Catholic churches built in the suburbs of Singapore.,Church of the Nativity of the Blessed Virgin Mary,https://roots.sg/~/media/Roots/Images/monuments/018-church-of-the-nativity-of-the-blessed-virgin-mary/church-of-the-nativity-of-the-blessed-virgin-mary-1.png,updating
Monuments,103.8511097,1.301714219,"Prinsep Street Presbyterian Church is one of Singapore’s oldest Presbyterian churches. Its unique façade stands out from the modern buildings surrounding it, serving as a reminder of the contributions",Prinsep Street Presbyterian Church,https://roots.sg/~/media/Roots/Images/monuments/027-prinsep-street-presbyterian-church/prinsep-street-presbyterian-church-02.png,updating
Monuments,103.8151312,1.30478978,"Saint Georgeâ€™s Church is situated in the quiet environs off Minden Road, a short distance from the bustling shopping district of Orchard Road.",St. George's Church,https://roots.sg/~/media/Roots/Images/monuments/054-st-georges-church/st-georges-church-01.png,updating
Monuments,103.8531521,1.298358197,Saint Josephâ€™s Church on Victoria Street was the headquarters of the Portuguese Mission in Singapore.,St Joseph's Church,https://roots.sg/~/media/Roots/Images/monuments/019-st-josephs-church/st-josephs-church.png,updating
Monuments,103.843195,1.294261,"Sri Thendayuthapani Temple, commonly referred to as the Chettiars’ Temple, is one of Singapore’s oldest Hindu temples dedicated to Murugan, the Hindu deity who is also known as Sri Thendayuthapani.",Sri Thendayuthapani Temple,https://roots.sg/~/media/Roots/Images/monuments/004-sri-thendayuthapani-temple/sri-thendayuthapani-temple-02.png,updating
Monuments,103.870358,1.332938,Alkaff Upper Serangoon Mosque was constructed by the mercantile and landowning Alkaff family to serve the spiritual needs of the local Muslim community at large.,Alkaff Upper Serangoon Mosque,https://roots.sg/~/media/Roots/Images/monuments/003-alkaff-upper-serangoon-mosque/alkaff-upper-serangoon-mosque-02.png,updating
